id,titel,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
01WdfTbxhe3RKsnWSoak4X,Animal,indie_alt,0.747,0.613,7,-9.782,0,0.0405,0.257,0.619,0.0704,0.106,119.942,203227,4
01cGujYWGF7JchJLSgf6Ta,Chopped in Half,metal,0.257,0.989,10,-5.918,0,0.0867,6.72e-06,0.521,0.263,0.385,109.267,225360,4
01dPcsbep0CGpj4VZ2OWKc,Dismantled,metal,0.553,0.736,8,-3.669,1,0.039,0.000522,0.000702,0.106,0.393,90.019,191467,4
01kfSdF9zfcDLri5sSWEoL,RAVE,pop,0.716,0.748,8,-6.06,1,0.0356,0.235,0.849,0.114,0.338,119.918,169245,4
01m2rqKFTsTaWa2FrcsdSw,No Mercy,indie_alt,0.638,0.821,0,-7.187,1,0.0353,0.00487,0.000454,0.0631,0.641,104.507,217533,4
01oKml0Y3E0ASCSYgcYgfe,Wind Me Up,edm_dance,0.518,0.705,9,-5.569,0,0.0626,0.00322,0.00026,0.188,0.184,195.095,130620,3
01v7kv0RTVaX4Vs8GcOGOP,This Is War,alternative,0.402,0.723,6,-5.26,1,0.0579,0.0663,2e-06,0.233,0.224,160.047,326983,4
01xowIJrmShI6X9Q1WXqAd,Play By My Rules,party,0.753,0.745,11,-6.616,1,0.0453,0.0169,0.662,0.283,0.853,126.019,217143,4
023OVLNzXhX0j7CxswUt6D,Cheerleader - Felix Jaehn Remix Radio Edit,pop,0.78,0.68,4,-6.081,1,0.0305,0.141,1.2e-05,0.138,0.594,118.026,180560,4
02Cj2MSlERvamTj5A7Zi0P,Vette Motors,party,0.83,0.644,10,-5.431,0,0.407,0.0298,0.0,0.11,0.227,155.103,173419,4
02DVff4QKx4mZvcWKMbZx3,This One's On Me,pop,0.653,0.741,8,-6.294,1,0.0661,0.126,0.0,0.166,0.362,112.973,164289,4
02HqgLNHnZSOyckc9eQhq4,Freedom - Radio Version,party,0.631,0.85,0,-6.806,1,0.0436,0.00764,0.0155,0.324,0.512,140.017,236693,4
02MWAaffLxlfxAUY7c5dvx,Heat Waves,pop,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,4
02RkunUrCBLE5J6jY56QH3,Never Say Never,indie_alt,0.601,0.789,4,-8.73,1,0.0611,0.000596,0.104,0.248,0.923,156.459,353667,4
02U6RsotxeDaNqGORs04VR,Cry Cry,indie_alt,0.711,0.482,9,-15.306,1,0.051,0.762,0.214,0.167,0.753,140.04,129286,4
02itaCXOdC54J0ISjqqFAp,All Around The World (La La La),party,0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,147840,4
02nTpchENdZ4Nm8AfTmrFv,Conceited,pop,0.978,0.683,8,-5.743,1,0.0981,0.0634,5.88e-05,0.523,0.419,118.041,146441,4
02rds5Tq11O8DvnL5nVRU2,Lightyears,alternative,0.693,0.565,4,-12.025,0,0.0424,0.75,0.893,0.12,0.186,99.997,256800,4
02u8fWfWsiT2oML2jTICzs,Angry Woman,alternative,0.654,0.566,8,-7.987,1,0.0269,0.00302,0.00814,0.226,0.52,104.862,153003,4
037JwzyNWFVwRXch4dQZe8,Ahead Of Myself,pop,0.705,0.582,2,-6.793,1,0.0719,0.238,0.0,0.0898,0.653,146.646,174453,4
03UKH7unkeOer6mbroB56Q,Morning Glow,hiphop,0.659,0.338,10,-13.862,0,0.0636,0.794,0.933,0.111,0.65,157.005,97824,4
03YsllkkKmSvjtjaFYv25z,O Yaz Bu Yaz,pop,0.925,0.498,9,-7.518,0,0.103,0.0417,9.38e-05,0.0951,0.715,119.978,190518,4
03jdl5GTBhKsgB1Yw8mVPh,In Between,metal,0.462,0.972,7,-2.642,0,0.138,0.00285,0.0,0.666,0.449,128.092,213576,4
03qh7qUB2zEPVWUc9isLCW,Could've Just Left Me Alone,pop,0.802,0.653,7,-4.838,0,0.0423,0.489,0.0,0.105,0.735,96.008,137500,4
03wKMRNYVvw6s9nm4I4jUS,Wolf Like Me,alternative,0.363,0.787,7,-5.071,1,0.0429,0.00176,0.00445,0.531,0.202,175.919,279293,4
03zYFtluA21jFWQVPMbUYO,Only for the Weak,metal,0.458,0.909,0,-4.414,0,0.0446,2.32e-06,0.758,0.283,0.49,105.007,295227,4
042v1NacbKJzCyi6nBme7T,Mr. Soul,rock,0.674,0.706,9,-9.012,1,0.0384,0.108,6.48e-06,0.114,0.961,133.789,172400,4
04BNQFaBlFF7WDeTb1V0AP,The Best Part,edm_dance,0.688,0.654,4,-8.521,1,0.0493,0.0203,0.251,0.117,0.59,123.011,250000,4
04C356Ob8t7AGIWvmEqUU6,Ich will nicht heim,hiphop,0.532,0.446,5,-7.861,0,0.0344,0.149,0.000502,0.073,0.345,180.008,149892,3
04CmffXO0izW3hyshf25Zj,Breach,indie_alt,0.573,0.585,0,-9.361,1,0.039,0.59,0.0638,0.382,0.548,100.028,202362,4
04D8dK2Irc5md0eBTgrskW,Seven Sirens And A Silver Tear,metal,0.628,0.336,6,-10.147,0,0.0319,0.984,0.939,0.156,0.632,106.972,285680,4
04SAiuyqkFWJUSrmiEMgVo,Somewhere,metal,0.229,0.558,11,-7.948,0,0.0341,0.238,4.29e-05,0.0772,0.0775,113.279,253507,4
04aAxqtGp5pv12UXAg4pkq,Centuries,rock,0.393,0.858,4,-2.868,0,0.0729,0.00359,0.0,0.102,0.56,176.042,228360,4
04cMUwER7r2VwqMCj4kYJ9,Devil Eyes,edm_dance,0.73,0.757,2,-7.379,1,0.0989,0.00189,0.833,0.157,0.259,102.378,136652,4
04caEZhAsQKnWqKsMwk9ud,My Number,party,0.639,0.715,6,-8.954,0,0.0392,0.0243,0.000552,0.619,0.813,128.072,238853,4
04fX3oTJm5Zucg3Uf9aix0,Fuck Wit Dre Day (And Everybody's Celebratin'),hiphop,0.75,0.706,7,-7.461,1,0.156,0.088,0.0,0.535,0.59,93.603,292187,4
04hY9ZE6jatvZjsu1Q9nPc,Girlfriend - 2008 Remix,party,0.792,0.522,10,-5.167,1,0.0516,0.00208,0.631,0.0667,0.289,130.009,435987,4
04no0XXxXd3F5uLZi3qDYK,2am,indie_alt,0.698,0.794,0,-3.333,1,0.0483,0.000335,0.605,0.0622,0.861,135.981,224179,4
04np64OjIt01Z7KSYWwhcC,Four Walls,metal,0.485,0.984,7,-3.389,1,0.107,0.000204,3.76e-06,0.17,0.109,136.05,307933,4
04wZnll09OSLNgvOEpWNHF,Pacifica (Sultan + Shepard Remix),edm_dance,0.394,0.574,4,-9.275,1,0.0391,0.0515,0.433,0.106,0.133,121.974,285123,4
04wuXLIdq0nIFOUZHDrlIv,PINK PANTHA!,hiphop,0.81,0.653,11,-8.44,1,0.146,0.0123,1.46e-06,0.0955,0.549,113.041,152355,4
04zW5GUuSq6UVwdFFPdPoJ,Sleep Well Tonight,alternative,0.348,0.631,2,-8.013,1,0.0283,9.93e-05,0.0179,0.0785,0.61,90.8,276293,4
04zrPERrSO4CfyargthKJ9,Bla Bla Bla,party,0.821,0.833,3,-8.291,0,0.0821,0.0734,0.544,0.0739,0.961,132.975,255547,4
053bbGyTwKCwmSzE78G2Us,Hold Tight (feat. Darla Jade),edm_dance,0.602,0.862,9,-7.527,0,0.0297,0.0107,0.00519,0.139,0.287,118.001,185697,4
057AXXbYFzwxq8tUdVS7Xn,Ay Caramba,party,0.855,0.617,1,-6.118,1,0.277,0.191,0.0,0.132,0.341,105.966,164436,4
057SolKingTw6AEgBL7q9r,Still Love You,edm_dance,0.724,0.705,6,-7.488,1,0.0473,0.138,0.0225,0.0922,0.238,123.896,195499,4
057imKEFcRqQNJkGhZ6wqT,We Can Be Just Friends,pop,0.844,0.717,1,-8.886,1,0.0496,0.465,0.0172,0.149,0.961,121.98,164135,4
058pBOh77XQJNg3YWGr4jN,WANNA BE (feat. Machine Gun Kelly),rock,0.424,0.937,7,-4.448,1,0.156,0.00017,0.0,0.31,0.427,170.058,158022,4
05B7Kc8fvBlX0OWbE6piPZ,Magic Carpet Ride,alternative,0.64,0.651,4,-14.981,0,0.0517,0.142,0.28,0.0341,0.801,111.676,271573,4
05CwHjIk71RXVU40boRMnR,Call You Mine (feat. Bebe Rexha),party,0.591,0.702,7,-5.59,1,0.0289,0.225,0.0,0.414,0.501,104.003,217653,4
05FN4XjxvZLo4qwmQC7yxh,leichter//kälter,indie_alt,0.607,0.687,3,-8.372,0,0.0285,0.0442,0.558,0.204,0.66,148.974,195302,4
05GiEzky4rkUc2aS95qaUr,I Never Really Cared,edm_dance,0.789,0.342,6,-15.726,0,0.0394,0.704,0.895,0.104,0.036,125.014,261120,4
05GvwwTLLID738BbKN1ze0,Because You Move Me,pop,0.789,0.435,2,-9.506,0,0.149,0.691,0.0418,0.107,0.166,122.995,196375,4
05IZnB0bFIEl6fIPITzfqg,For Real (feat. Kemba),alternative,0.732,0.679,1,-7.469,1,0.202,0.15,0.0,0.0383,0.622,140.02,185307,4
05IbhAKODbXn8og9uaUgpc,Permanence,party,0.32,0.799,2,-10.464,1,0.389,0.0564,0.584,0.31,0.032,165.492,231290,3
05MArDzHlmGFezNMU2BR3S,Alt wie ein Baum,pop,0.526,0.631,7,-11.806,1,0.0284,0.0214,0.0,0.647,0.654,100.785,164467,4
05Mp2UJulSttxQ4E6hQPH3,Ohne mein Team,hiphop,0.766,0.8,1,-6.062,0,0.0938,0.16,1.6e-05,0.0744,0.635,129.999,188504,4
05NA0nspTPyXKBAAWqUsIr,FUCKBOI REJECTS,rock,0.493,0.903,6,-3.587,0,0.258,0.0237,0.000135,0.816,0.527,171.937,127340,4
05NYcsjJwOYq4jIiKPVj9p,Hard To Handle,rock,0.599,0.79,4,-3.58,1,0.043,0.00257,0.00181,0.312,0.961,103.783,188067,4
05RI03bh5Mn7Dz254H5XdB,caroline,indie_alt,0.518,0.176,7,-17.181,1,0.0363,0.866,0.0049,0.1,0.113,120.149,198000,4
05RMPtk5ybYhkuY3qjlaHa,Rasengan,alternative,0.436,0.944,10,-7.981,1,0.0398,0.0035,0.972,0.105,0.588,110.002,307545,4
05RgAMGypEvqhNs5hPCbMS,Panama - 2015 Remaster,rock,0.526,0.978,8,-5.436,1,0.108,0.00122,4.75e-05,0.0744,0.451,141.167,210227,4
05X88treE9dTwwHuJNBCcu,Lightless Room,alternative,0.411,0.258,0,-15.021,1,0.0281,0.926,0.964,0.0654,0.0446,72.985,299178,1
05fqUQ6iwMyz4es4ZXVCKs,Einfach nein,pop,0.736,0.879,0,-4.751,1,0.0534,0.0379,0.0,0.384,0.85,128.0,206391,4
05kbrz1OCXcEwYnLjFf1uF,Driven by Clouds,indie_alt,0.554,0.349,6,-9.548,1,0.0331,0.0562,0.0411,0.0571,0.262,163.988,247431,4
05qCCJQJiOwvPQBb7akf1R,Jamie All Over,rock,0.426,0.868,1,-3.702,1,0.047,6.54e-05,0.0,0.0723,0.402,149.042,216000,4
05r0Rw0wlUSC6Az3fssRlj,Stop Talkin (feat. ALMA),party,0.872,0.939,0,-1.936,0,0.0697,0.0577,0.00157,0.126,0.434,120.985,177025,4
05rQuHa8lWk9PTpQUqcO31,Jakarta,edm_dance,0.647,0.766,10,-8.941,1,0.0473,0.778,0.934,0.0805,0.333,124.929,236760,4
05u2bMqTUNgD5CnxM7pEcU,Alone,party,0.69,0.926,6,-6.274,0,0.0382,0.171,0.469,0.293,0.79,124.965,149760,4
05u4uCA07oXnopEdlZ57Ug,Awaken - Ron Reeser & Dan Saenz Radio Edit,party,0.589,0.887,9,-7.188,0,0.0386,0.0164,0.0213,0.0796,0.61,128.007,224987,4
05uhED0miR9OJYPalPi7tx,Wild,indie_alt,0.647,0.701,4,-8.043,1,0.0375,0.0394,0.000142,0.0765,0.813,97.003,193277,4
05ynouIrWj5AHeyv0DfjPI,Nur Du und ich,indie_alt,0.478,0.69,0,-9.105,1,0.0483,0.00327,0.000353,0.24,0.509,100.981,177839,4
066s12j61ZlXnMDtnUiDbP,Givin' Yourself Away,metal,0.594,0.752,11,-10.661,0,0.0263,0.00847,0.00161,0.0578,0.736,101.582,326000,4
06Cd1X5jSWGGKIya1pAG31,I've Felt Better (Than I Do Now),alternative,0.58,0.704,11,-8.954,1,0.219,0.000862,0.101,0.417,0.305,127.383,260893,4
06E6DYCny8wpKIMbUUfmhS,Labyrinth,pop,0.628,0.647,6,-7.356,0,0.2,0.253,1.62e-06,0.179,0.575,167.874,197181,4
06EC9TibZK2mACTZ2usK1h,Live Wire,metal,0.422,0.901,7,-6.655,0,0.0631,9.22e-05,6.78e-06,0.56,0.673,112.445,194587,4
06JvOZ39sK8D8SqiqfaxDU,True Love,pop,0.712,0.861,5,-5.487,0,0.25,0.0182,6.09e-06,0.511,0.388,84.042,148571,4
06MaHjSGleJNvfsugH0mFi,Dooh Dooh,party,0.689,0.911,8,-5.828,1,0.0549,0.00027,0.859,0.426,0.562,138.022,231987,4
06QVgBw4YniTUvk1bcdoBk,I Can Still Fly,edm_dance,0.783,0.786,10,-5.961,1,0.0639,0.00812,0.814,0.135,0.446,126.009,376191,4
06RESLziavoi6gBcXJnvXF,In My Head,alternative,0.698,0.766,5,-5.718,1,0.0509,0.0376,0.0104,0.096,0.692,113.006,195748,4
06TdEir7zUwTTCerC8JB6J,Elsewhere,alternative,0.0673,0.244,2,-16.818,1,0.0408,0.94,0.887,0.063,0.0381,70.973,234160,4
06VqOgAQvYTpZk6VpsDD20,Last Night a DJ Saved my Life,rock,0.573,0.732,10,-8.151,0,0.0358,0.000141,1.32e-05,0.141,0.323,106.957,186449,4
06eFWpksA3M9qg8GeOGGBX,LET’S DO IT AGAIN - Radio Edit,indie_alt,0.66,0.837,2,-7.415,0,0.0294,0.242,0.876,0.0704,0.302,123.991,225495,4
06kxa3al7bUqRRo5nAFduZ,Nightlight,party,0.494,0.651,11,-4.127,0,0.0384,0.0819,0.0,0.104,0.162,149.979,222400,4
06sSAsjNx4eJawyXY3SXgB,Vamos a Marte (feat. Luis Fonsi),pop,0.615,0.812,5,-4.052,0,0.0773,0.062,0.0,0.226,0.375,127.968,203000,4
06sZ51gSjEQXBa0UXAp8F5,Good Friday,alternative,0.827,0.692,8,-6.993,1,0.199,0.565,0.0,0.102,0.147,99.984,221625,4
06tK7kL7Q37Fx57FUWrB2H,Sunchaser,metal,0.424,0.884,7,-6.909,0,0.0739,0.000689,0.000436,0.0787,0.164,110.002,209565,4
06vOVdH94mIEjIgIhHdhdO,Trainwreck 1979 - Moulder Mix with in/out fades,alternative,0.522,0.934,5,-5.03,0,0.0617,2.1e-05,0.00399,0.253,0.304,135.052,226693,4
072nZq7drpEV64FZhVNHFG,Dann geht es Dir genau wie mir,pop,0.661,0.967,3,-3.339,1,0.0291,0.0541,0.0,0.39,0.758,128.027,206673,4
074Vujxd52c5IRO18GKJx7,No Drones in the Afterlife,indie_alt,0.795,0.761,2,-8.435,1,0.0707,0.394,0.0737,0.0624,0.496,99.018,257455,4
076YCyUBs1GlrzAmOsZkFU,the fire in your eyes keeps me warm,indie_alt,0.83,0.598,0,-6.312,1,0.0627,0.821,0.0,0.0897,0.415,122.974,193171,4
07B46HFSAMauWkHwp5n50P,By The Sword,edm_dance,0.499,0.761,10,-6.397,0,0.034,0.209,2.72e-05,0.0998,0.168,149.968,216376,4
07E34p59doB7zhxtcNQLqK,Casanova,pop,0.573,0.755,11,-6.472,1,0.246,0.0249,1.08e-05,0.209,0.77,154.719,181043,4
07GYummphjTwkCjNfJvIca,Fallout,rock,0.434,0.731,2,-5.857,1,0.21,0.00531,0.0,0.291,0.315,184.298,194827,4
07GvNcU1WdyZJq3XxP0kZa,Go Your Own Way - 2004 Remaster,rock,0.583,0.947,5,-5.12,1,0.0378,0.0185,0.00109,0.0679,0.803,135.448,223613,4
07IMjyn9gW77cR7APem5g6,PIECES,pop,0.491,0.704,3,-6.978,0,0.0464,0.0839,0.000529,0.105,0.515,147.116,166680,4
07KMQNsSXfWJjOzFzwNWoE,Show Me Love,indie_alt,0.626,0.31,11,-15.987,1,0.161,0.879,0.0,0.643,0.225,60.285,75672,4
07KYQySlrmE94gaLbhvp4X,Over Under Sideways Down - The Mono Album,rock,0.529,0.861,11,-10.581,1,0.0784,0.292,0.225,0.314,0.387,96.52,142507,4
07L1zD6CCZTaYKnbJn7O2q,End Of Existence,metal,0.369,0.899,4,-7.782,1,0.0782,0.00428,0.033,0.14,0.182,155.562,240824,4
07M8tCNuO9RZenyINtp2QB,Fuck Me (I Didn’t Know How To Say),rock,0.521,0.679,8,-6.093,1,0.0892,0.0263,0.00122,0.0911,0.555,179.346,186787,4
07MDkzWARZaLEdKxo6yArG,Meet Me At Our Spot,pop,0.773,0.47,2,-7.93,1,0.0299,0.0153,0.000193,0.0851,0.399,94.995,162680,4
07QREe91FdXnDtJ2cBAVUs,I Want Out,metal,0.483,0.871,0,-8.033,1,0.041,0.000444,0.000498,0.287,0.58,90.98,280307,4
07QZXkXxtkjlm1GPxfH4gt,Terrapin,rock,0.45,0.119,9,-17.16,1,0.0498,0.792,0.0,0.108,0.21,83.015,302733,3
07QtZcsiO25zCmq7oQ8utc,Turborider,metal,0.479,0.759,1,-6.355,1,0.0465,0.00804,0.000604,0.198,0.193,179.969,265002,4
07VcTAooOBP8hIluuUS5xr,Heavy Metal Love,pop,0.768,0.767,5,-8.06,0,0.0358,0.194,0.0,0.121,0.457,125.029,132000,4
07XwKwioRQ7i9bq3mzWC9S,ENDE,indie_alt,0.666,0.75,0,-7.328,1,0.0463,0.0378,0.224,0.0901,0.428,148.033,160611,4
07a1Zu7zlJ5U0mxxIM2to5,Call Me Snake,metal,0.462,0.967,8,-6.249,1,0.116,0.00314,0.698,0.206,0.411,144.365,219040,4
07aFEW0atvmEnFNn8RkF3q,Flesh War,alternative,0.579,0.635,2,-8.575,0,0.0275,0.0815,0.92,0.457,0.896,132.657,280853,4
07f9Uh1cWqH8ggfcEYeC1l,Tomorrow's Dream - 2021 Remaster,metal,0.486,0.75,7,-8.171,1,0.0417,0.00375,0.00286,0.201,0.329,110.816,188920,4
07jmXuwPiLeENEsbfyShUk,for better or worse,pop,0.51,0.175,2,-15.475,1,0.0383,0.837,0.835,0.299,0.263,64.825,148800,5
07nH4ifBxUB4lZcsf44Brn,Blame (feat. John Newman),party,0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024,212960,4
07p4u4q91WdzFADBgz148t,Cheerio,pop,0.709,0.944,6,-3.612,1,0.0364,0.0275,0.0,0.0473,0.942,126.983,195827,4
07q0QVgO56EorrSGHC48y3,I Was Made For Lovin' You,metal,0.768,0.852,4,-6.215,1,0.038,0.214,7.36e-05,0.0723,0.867,128.373,271240,4
07q6QTQXyPRCf7GbLakRPr,Everlong,rock,0.415,0.867,11,-5.497,0,0.0387,5.69e-05,0.000192,0.0883,0.36,157.902,249987,4
07qJ3q0PCBU1uVI6sL4JWX,Middle of Nowhere,alternative,0.568,0.971,7,-3.478,1,0.0543,0.0518,4.24e-05,0.265,0.778,139.27,241333,4
07thLbY0eGli2xWWIPdrN2,Watching over Me - Remixed & Remastered,metal,0.508,0.852,6,-7.842,1,0.0718,0.00134,0.0,0.363,0.184,129.174,268907,4
07wrYgD0lODxw5G39OQjce,Don't Question Me,metal,0.528,0.996,7,-1.5,1,0.103,4.29e-05,0.44,0.337,0.296,113.959,201184,4
080Ta6y45xccSK0q9Hct9d,Visionaire,edm_dance,0.647,0.634,0,-12.032,1,0.0353,0.00104,0.794,0.0746,0.04,122.996,409390,4
0815caqt2Lytro5EIzMufT,You And Me,rock,0.459,0.427,7,-7.734,1,0.0267,0.114,0.0,0.168,0.354,139.902,195493,3
083YqmGxSLpgr8Hr6HeFNx,Smiling Face,indie_alt,0.681,0.769,9,-6.055,1,0.0382,0.0408,0.0,0.105,0.798,127.001,215610,4
08556SGxHuwQGdFKjCblO6,superswag pt. 1,pop,0.564,0.765,8,-7.392,1,0.0343,0.000185,0.000453,0.0413,0.849,161.042,177850,4
086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,indie_alt,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,161124,4
08AK8kZVQIt5XRjgbbW4c3,Colourblind,edm_dance,0.558,0.905,9,-4.121,1,0.0414,0.132,0.00055,0.325,0.362,102.905,158494,4
08D3zofNf3OwOSCAk50UFs,Black Licorice,indie_alt,0.693,0.54,9,-9.133,1,0.0333,0.0309,0.00078,0.116,0.434,124.032,219827,4
08EPQiLMyGB8GJX2EiVoCM,Blaues Licht,hiphop,0.819,0.835,8,-4.899,0,0.102,0.398,0.00674,0.252,0.703,144.955,144264,4
08Ecw0ItPxGeHS9Mexr8cs,Redlight,edm_dance,0.716,0.655,2,-5.999,1,0.0444,0.00857,0.162,0.0572,0.207,125.012,242905,4
08JNVaWt7RAEs4e043M852,Intro,hiphop,0.837,0.524,1,-9.848,1,0.179,0.0305,0.00202,0.0961,0.489,155.929,130760,4
08KAB8LahxJB28HExOmPnL,Shapeshift,indie_alt,0.528,0.422,9,-7.641,1,0.0648,0.531,0.0,0.1,0.321,171.751,145173,4
08QzqlCCkyKhL0OpLvfDNC,Spiders,indie_alt,0.606,0.802,3,-7.294,1,0.0299,0.652,0.738,0.2,0.577,75.094,228253,4
08UnY9fVsSUIlAUBQE7thm,Settle Down,indie_alt,0.631,0.339,10,-10.602,0,0.029,0.912,0.000131,0.123,0.0874,130.027,227750,3
08YGmoEDfdFxMdNyXxU7Ld,Zauberstab,pop,0.917,0.757,11,-8.846,0,0.0664,0.239,0.0246,0.0489,0.969,133.532,237833,4
08mG3Y1vljYA6bvDt4Wqkj,Back In Black,rock,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,255493,4
08oSsAh7SdBmtpYg2gBbEm,Don't Say Goodbye,edm_dance,0.701,0.753,6,-5.499,0,0.191,0.0159,0.0,0.058,0.378,123.897,158000,4
092s6wVDOgosfuZKY4ccj7,Smoke,alternative,0.528,0.511,11,-7.652,0,0.0965,0.747,4.46e-05,0.504,0.4,83.998,264000,4
093iaeNtS3Jentp3USb67H,Your Reality,indie_alt,0.732,0.302,6,-10.546,1,0.0659,0.773,0.253,0.0941,0.441,116.024,171139,4
096zZBLxoPwbVkxhucONMX,New Millennium Cyanide Christ,metal,0.359,0.968,10,-5.168,0,0.121,0.000209,0.00309,0.148,0.154,152.511,335667,4
09CLwN0E3M6L31ongb3isk,Das Leben ist ne Party - Harris & Ford Remix,party,0.656,0.946,0,-1.691,0,0.0751,0.0487,2.2e-06,0.141,0.425,132.016,238388,4
09ISyLOPeuno7kKlzdbZuq,Stamp on the Ground - Radio Edit,party,0.635,0.828,11,-7.575,0,0.0592,0.204,0.00924,0.116,0.276,149.953,198987,4
09KQBeor7afati1XGIo5A8,Work (Riffs & Rays Extended Mix),party,0.848,0.896,7,-5.437,1,0.0688,0.00209,0.131,0.243,0.832,130.004,450462,4
09KtCfJWklTv0U1Sk55WAx,Let It Out,edm_dance,0.68,0.874,1,-4.076,1,0.0429,0.0387,0.00322,0.0954,0.634,125.995,143680,4
09Nc3asktiFaAe20Ay56Hh,Double X Minus,metal,0.282,0.939,0,-3.431,1,0.103,0.000665,2.22e-06,0.0475,0.202,109.236,202760,4
09O7rWJClDiM1bmGnuvqAX,Standort,hiphop,0.465,0.524,4,-10.539,0,0.218,0.579,3.59e-05,0.124,0.0971,98.439,226640,4
09OBF8vXiOtxHpnEJhflMr,Good Good,party,0.792,0.712,3,-4.802,1,0.0406,0.223,0.574,0.147,0.481,124.021,142193,4
09QZAEmdbq28OaNyqTOEvY,Icky Thump,alternative,0.424,0.632,9,-7.243,1,0.0922,0.021,0.0117,0.0545,0.356,97.694,254533,4
